"","gene_id","gene_symbol","number_of_mirs_targeting","TF","gene_fxn_pigm","kd_pt_fA6"
"","39821","CG4877",18,NA,NA,NA
"","246384","CG30002",15,NA,NA,NA
"","42629","CG13855",8,NA,NA,NA
"","40196","CG14186",31,NA,NA,NA
"","37000","CG10936",18,NA,NA,NA
"","42303","CG31475",15,NA,NA,NA
"","42477","CG31191",50,NA,NA,NA
"","39550","CG8783",19,NA,NA,NA
"","31025","CG13360",8,NA,NA,NA
"","41865","CG31301",8,NA,NA,NA
"","35221","Rab9",20,NA,NA,NA
"","33499","Ts",21,NA,NA,NA
"","38403","CG14960",12,NA,NA,NA
"","32615","CG9947",5,NA,NA,NA
"","318958","CG31814",28,NA,NA,NA
"","34734","Drep-4",36,NA,NA,NA
"","32324","CG15760",9,NA,NA,NA
"","53554","krz",29,NA,NA,NA
"","35267","CdGAPr",33,NA,NA,NA
"","41710","Npc2b",16,NA,NA,NA
"","45307","fz",55,NA,NA,NA
"","33768","nompC",18,NA,NA,NA
"","43193","Pdf",12,NA,NA,NA
"","37375","CG15651",28,NA,NA,NA
"","36717","GalNAc-T1",23,NA,NA,NA
"","36009","CG1648",17,NA,NA,NA
"","3771857","CG33651",10,NA,NA,NA
"","43999","trbl",26,NA,NA,NA
"","31015","Suv4-20",29,NA,NA,NA
"","42462","CG17270",25,NA,NA,NA
"","32446","RpL37a",15,NA,NA,NA
"","37183","Dpt",20,NA,NA,NA
"","38202","Bro",9,NA,NA,NA
"","246528","CG30285",19,NA,NA,NA
"","40102","CG9619",44,NA,NA,NA
"","246412","CG30043",6,NA,NA,NA
"","41872","CG6171",13,NA,NA,NA
"","42798","CG10300",30,NA,NA,NA
"","42859","CG13607",21,NA,NA,NA
"","44155","Sip1",16,NA,NA,NA
"","35184","Lim3",34,"y","D","L"
"","35925","Mys45A",7,NA,NA,NA
"","33528","CG12400",5,NA,NA,NA
"","43015","CG31108",24,NA,NA,NA
"","36703","unc-5",34,NA,NA,NA
"","43742","CG2196",16,NA,NA,NA
"","41688","CG9297",24,NA,NA,NA
"","31958","CG2909",10,NA,NA,NA
"","39418","toe",15,NA,NA,NA
"","37244","CG11242",22,NA,NA,NA
"","38177","CG12091",17,NA,NA,NA
"","31481","CG4119",11,NA,NA,NA
"","37311","Obp57c",25,NA,NA,NA
"","37787","CG4882",9,NA,NA,NA
"","32017","CG2186",31,NA,NA,NA
"","41601","CG8031",16,NA,NA,NA
"","36692","scb",44,NA,NA,NA
"","43581","CG31025",23,NA,NA,NA
"","33348","mRpL48",14,NA,NA,NA
"","39582","CG3919",11,NA,NA,NA
"","37770","CG4797",6,NA,NA,NA
"","37570","CG4554",4,NA,NA,NA
"","31393","CG12179",23,NA,NA,NA
"","39768","SsRbeta",10,NA,NA,NA
"","32675","CG13003",37,NA,NA,NA
"","48381","Lcp65Ab2",4,NA,NA,NA
"","43508","yata",17,NA,NA,NA
"","32442","rab3-GEF",29,NA,NA,NA
"","47878","Eip63F-1",27,NA,NA,NA
"","318782","CG31525",3,NA,NA,NA
"","36725","CG8195",15,NA,NA,NA
"","38457","Sc2",3,NA,NA,NA
"","39957","Edc3",38,NA,NA,NA
"","43928","chm",15,NA,NA,NA
"","32920","vav",40,NA,NA,NA
"","32914","CG7884",18,NA,NA,NA
"","47219","RpS14b",2,NA,NA,NA
"","37537","CG3074",24,NA,NA,NA
"","44254","bab2",31,"y","L","D"
"","37573","px",28,NA,NA,NA
"","39360","CG6947",16,NA,NA,NA
"","35731","sax",22,NA,NA,NA
"","44087","Rs1",6,NA,NA,NA
"","33824","Gpdh",40,NA,NA,NA
"","32034","CG11160",27,NA,NA,NA
"","40204","CG7328",12,NA,NA,NA
"","37411","CG4266",25,NA,NA,NA
"","53436","c11.1",15,NA,NA,NA
"","34147","CG7778",16,NA,NA,NA
"","40861","sas",19,NA,NA,NA
"","33940","CG11327",17,NA,NA,NA
"","39862","zetaCOP",20,NA,NA,NA
"","41940","CG5516",7,NA,NA,NA
"","44279","arr",34,NA,NA,NA
"","43383","fkh",35,NA,NA,NA
"","41595","yellow-f",7,NA,NA,NA
"","43548","CG42557",14,NA,NA,NA
"","37176","CG15099",21,NA,NA,NA
"","41069","CG11966",6,NA,NA,NA
"","2768719","luna",13,NA,NA,NA
"","40009","W",39,NA,NA,NA
"","35708","CG2064",8,NA,NA,NA
"","33725","CG3887",10,NA,NA,NA
"","40347","CG9389",5,NA,NA,NA
"","33708","Jon25Bi",8,NA,NA,NA
"","31329","Parg",18,NA,NA,NA
"","44819","g",27,NA,NA,NA
"","34609","zuc",24,NA,NA,NA
"","5740442","CG34356",30,NA,NA,NA
"","318996","CG31875",21,NA,NA,NA
"","39095","phol",8,NA,NA,NA
"","38103","CG32479",32,NA,NA,NA
"","34550","RfC38",6,NA,NA,NA
"","32326","CG12177",19,NA,NA,NA
"","2768995","CG33291",17,NA,NA,NA
"","43764","mod",9,NA,NA,NA
"","40185","fln",28,NA,NA,NA
"","42924","CG13618",8,NA,NA,NA
"","35578","CG3409",15,NA,NA,NA
"","59159","Lcp65Ag3",5,NA,NA,NA
"","36428","Mdr49",5,NA,NA,NA
"","38156","msd5",20,NA,NA,NA
"","37572","CG6018",5,NA,NA,NA
"","42525","AP-2sigma",7,NA,NA,NA
"","41266","Rfx",17,NA,NA,NA
"","38920","CG8006",7,NA,NA,NA
"","33619","ed",42,NA,NA,NA
"","41623","CG8483",17,NA,NA,NA
"","40824","Ccp84Ab",5,NA,NA,NA
"","37689","CG13541",8,NA,NA,NA
"","34321","CG4619",24,NA,NA,NA
"","42435","Elongin-B",22,NA,NA,NA
"","40152","trpml",26,NA,NA,NA
"","44522","lea",43,NA,NA,NA
"","40224","rdgC",42,NA,NA,NA
"","37174","CG15098",8,NA,NA,NA
"","318751","CG31467",9,NA,NA,NA
"","246497","HSPC300",11,NA,NA,NA
"","35943","CG8027",25,NA,NA,NA
"","41152","CG9393",17,NA,NA,NA
"","41830","CG4203",10,NA,NA,NA
"","36032","Mef2",44,NA,NA,NA
"","41913","alpha-Man-IIb",27,NA,NA,NA
"","42885","Spase22-23",25,NA,NA,NA
"","40949","Pbp95",16,NA,NA,NA
"","45247","VhaPPA1-1",23,NA,NA,NA
"","38539","DopEcR",44,NA,NA,NA
"","38630","CG5146",19,NA,NA,NA
"","35991","Map60",20,NA,NA,NA
"","31866","CG12121",22,NA,NA,NA
"","44339","imd",19,NA,NA,NA
"","38968","ZC3H3",10,NA,NA,NA
"","31682","CG12155",26,NA,NA,NA
"","3346239","CG33514",5,NA,NA,NA
"","2768714","Ir41a",20,NA,NA,NA
"","36943","CG18469",9,NA,NA,NA
"","42281","CG14285",7,NA,NA,NA
"","39049","bol",35,NA,NA,NA
"","42527","CG3308",30,NA,NA,NA
"","37090","Ote",11,NA,NA,NA
"","35090","CG42400",33,NA,NA,NA
"","37523","mei-S332",15,NA,NA,NA
"","41826","CG6752",39,NA,NA,NA
"","40896","alpha-Est10",14,NA,NA,NA
"","44117","bgm",14,NA,NA,NA
"","39365","Grip163",25,NA,NA,NA
"","43314","CG5639",15,NA,NA,NA
"","43176","CG14556",14,NA,NA,NA
"","42103","Dscam3",28,NA,NA,NA
"","40374","croc",19,NA,NA,NA
"","40994","CG9601",17,NA,NA,NA
"","41294","Rbp1",29,NA,NA,NA
"","37467","Rae1",4,NA,NA,NA
"","34098","RpL36A",8,NA,NA,NA
"","41666","sqd",65,NA,NA,NA
"","40052","CG6856",27,NA,NA,NA
"","41805","CG3817",8,NA,NA,NA
"","35087","CG15155",6,NA,NA,NA
"","36288","128up",7,NA,NA,NA
"","37052","CG10910",3,NA,NA,NA
"","32290","Syt12",27,NA,NA,NA
"","35798","CG14756",8,NA,NA,NA
"","33808","CG14005",7,NA,NA,NA
"","246608","CG30428",14,NA,NA,NA
"","36566","CG8323",20,NA,NA,NA
"","31110","CG32810",32,NA,NA,NA
"","36383","Amph",33,NA,NA,NA
"","33271","ninaA",8,NA,NA,NA
"","37441","CG17974",22,NA,NA,NA
"","39003","CG6576",4,NA,NA,NA
"","33467","aph-1",11,NA,NA,NA
"","39394","thoc6",13,NA,NA,NA
"","326263","CG33128",4,NA,NA,NA
"","35308","CG16798",7,NA,NA,NA
"","36253","CG13197",7,NA,NA,NA
"","41861","Sra-1",36,NA,NA,NA
"","33512","alpha4GT1",17,NA,NA,NA
"","39541","CG13738",6,NA,NA,NA
"","36661","Cyp6a23",4,NA,NA,NA
"","38982","Nelf-E",16,NA,NA,NA
"","39430","tral",23,NA,NA,NA
"","36118","psq",28,NA,NA,NA
"","31026","CG16989",4,NA,NA,NA
"","35154","Nak",56,NA,NA,NA
"","39033","CG5280",14,NA,NA,NA
"","3771756","CG10097",45,NA,NA,NA
"","38532","CG32250",15,NA,NA,NA
"","34018","CG5181",19,NA,NA,NA
"","35051","BicD",32,NA,NA,NA
"","34495","Nos",49,NA,NA,NA
"","37891","CG13578",16,NA,NA,NA
"","43026","Cad96Ca",14,NA,NA,NA
"","43192","CG5447",28,NA,NA,NA
"","38813","CG8596",4,NA,NA,NA
"","38725","CG10226",10,NA,NA,NA
"","37129","CG5226",33,NA,NA,NA
"","36202","CG18335",5,NA,NA,NA
"","34122","CG8360",13,NA,NA,NA
"","39224","Cpr67Fa2",4,NA,NA,NA
"","36358","CG8525",11,NA,NA,NA
"","33007","D2R",25,NA,NA,NA
"","32801","Him",8,NA,NA,NA
"","34910","lace",31,NA,NA,NA
"","38613","Uev1A",21,NA,NA,NA
"","44505","br",47,NA,NA,NA
"","37462","CG10080",15,NA,NA,NA
"","246650","CG30493",14,NA,NA,NA
"","40633","Hph",26,NA,NA,NA
"","44543","enc",29,NA,NA,NA
"","40143","wnd",37,NA,NA,NA
"","251324","CG30270",7,NA,NA,NA
"","33024","CG17068",21,NA,NA,NA
"","32627","Cap",19,NA,NA,NA
"","53515","Myo28B1",19,NA,NA,NA
"","33347","CG17660",18,NA,NA,NA
"","36287","CG8321",22,NA,NA,NA
"","40489","mael",8,NA,NA,NA
"","43783","Syt7",44,NA,NA,NA
"","42412","CG5077",25,NA,NA,NA
"","40622","CG1116",11,NA,NA,NA
"","35950","Pkn",14,NA,NA,NA
"","39302","CG6091",36,NA,NA,NA
"","3771916","Gr64e",30,NA,NA,NA
"","41971","Mat89Bb",17,NA,NA,NA
"","40049","Indy",26,NA,NA,NA
"","37484","CG4021",9,NA,NA,NA
"","40265","CG5199",18,NA,NA,NA
"","43016","vig2",12,NA,NA,NA
"","41760","Pde6",30,NA,NA,NA
"","35669","CG11125",6,NA,NA,NA
"","35417","CG2201",45,NA,NA,NA
"","36552","CG8067",5,NA,NA,NA
"","36282","CG8298",18,NA,NA,NA
"","31064","CG14626",10,NA,NA,NA
"","33057","CG1835",11,NA,NA,NA
"","40104","pip",53,NA,NA,NA
"","31357","Xpac",9,NA,NA,NA
"","43196","CG5455",27,NA,NA,NA
"","38981","CG32352",29,NA,NA,NA
"","50305","CG8012",26,NA,NA,NA
"","43005","OstStt3",7,NA,NA,NA
"","33796","Hsp60C",12,NA,NA,NA
"","41353","CG17184",28,NA,NA,NA
"","2768680","Myo95E",61,NA,NA,NA
"","43576","CG7946",13,NA,NA,NA
"","40327","siz",40,NA,NA,NA
"","42940","slo",23,NA,NA,NA
"","34954","twe",40,NA,NA,NA
"","31514","CG11462",20,NA,NA,NA
"","37978","Atf-2",22,NA,NA,NA
"","37209","CG11906",13,NA,NA,NA
"","43819","pho",18,NA,NA,NA
"","3772140","CG14246",25,NA,NA,NA
"","38820","Sh3beta",30,NA,NA,NA
"","43901","chb",23,NA,NA,NA
"","34181","Dh31",27,NA,NA,NA
"","30975","ewg",64,NA,NA,NA
"","40372","CG5656",4,NA,NA,NA
"","42920","nAcRbeta-96A",39,NA,NA,NA
"","44544","Hnf4",34,NA,NA,NA
"","47198","Sgs7",8,NA,NA,NA
"","37805","G-salpha60A",23,NA,NA,NA
"","37562","qkr58E-2",17,NA,NA,NA
"","41780","CG3509",5,NA,NA,NA
"","36159","CG7712",8,NA,NA,NA
"","45827","bic",19,NA,NA,NA
"","34804","Smg5",14,NA,NA,NA
"","41852","Tm1",55,NA,NA,NA
"","33103","CG1718",32,NA,NA,NA
"","40292","Pitslre",13,NA,NA,NA
"","41377","CG31374",11,NA,NA,NA
"","31103","Rab27",3,NA,NA,NA
"","34719","CG9426",31,NA,NA,NA
"","44072","ran",13,NA,NA,NA
"","38185","CG12004",29,NA,NA,NA
"","38338","Mrtf",9,NA,NA,NA
"","36454","lat",40,NA,NA,NA
"","44790","TwdlT",26,NA,NA,NA
"","2768720","Cyp12d1-d",13,NA,NA,NA
"","41561","CG6188",6,NA,NA,NA
"","40508","Chro",28,NA,NA,NA
"","31050","CG11638",35,NA,NA,NA
"","39238","Mocs1",22,NA,NA,NA
"","43136","CG42235",23,NA,NA,NA
"","34716","Pect",21,NA,NA,NA
"","38204","CG7967",7,NA,NA,NA
"","50300","CG13315",14,NA,NA,NA
"","34592","crol",41,"y","B","L"
"","37195","CG15109",18,NA,NA,NA
"","32109","rho-4",13,NA,NA,NA
"","42148","tinc",51,NA,NA,NA
"","34263","numb",39,NA,NA,NA
"","35656","CG1707",4,NA,NA,NA
"","42204","CG31235",2,NA,NA,NA
"","49953","CG14476",8,NA,NA,NA
"","39722","Dcp2",17,NA,NA,NA
"","3355097","Gpb5",16,NA,NA,NA
"","38385","CG12734",42,NA,NA,NA
"","37542","ari-2",30,NA,NA,NA
"","31351","CG6428",23,NA,NA,NA
"","35398","Hr39",54,NA,NA,NA
"","41159","CG8273",25,NA,NA,NA
"","37066","Sema-5c",24,NA,NA,NA
"","35949","hig",32,NA,NA,NA
"","318990","CG31864",7,NA,NA,NA
"","31082","CG12773",21,NA,NA,NA
"","42209","CG7671",11,NA,NA,NA
"","36243","CG9005",18,NA,NA,NA
"","35211","fon",18,NA,NA,NA
"","43183","Ald",44,NA,NA,NA
"","36475","Dh31-R1",29,NA,NA,NA
"","41068","CG11964",22,NA,NA,NA
"","40589","tacc",24,NA,NA,NA
"","36442","PR2",8,NA,NA,NA
"","31842","AP-1gamma",30,NA,NA,NA
"","35773","slv",11,NA,NA,NA
"","37290","mus209",15,NA,NA,NA
"","43872","Ppn",41,NA,NA,NA
"","36714","CG12964",15,NA,NA,NA
"","32174","Muc11A",14,NA,NA,NA
"","42233","CG14305",8,NA,NA,NA
"","41570","CG12279",6,NA,NA,NA
"","42391","CG4854",12,NA,NA,NA
"","41394","CG6808",19,NA,NA,NA
"","40063","CSN1b",18,NA,NA,NA
"","31355","CG6379",12,NA,NA,NA
"","45830","bur",21,NA,NA,NA
"","32011","CG15209",14,NA,NA,NA
"","318164","CG32711",14,NA,NA,NA
"","38624","CG10625",42,"n","D","L"
"","36154","CG18004",16,NA,NA,NA
"","35266","bsh",21,NA,NA,NA
"","317887","CG32155",29,NA,NA,NA
"","42717","lmd",20,"y","L","D"
"","38594","Gen",5,NA,NA,NA
"","43669","5-HT7",10,NA,NA,NA
"","31381","rb",29,NA,NA,NA
"","41824","Mf",48,NA,NA,NA
"","36521","fas",35,NA,NA,NA
"","36393","CG8632",12,NA,NA,NA
"","47763","Abd-B",36,"y","B","N"
"","31255","Csat",18,NA,NA,NA
"","40811","sunz",2,NA,NA,NA
"","37012","CG6424",37,NA,NA,NA
"","261620","CG31709",22,NA,NA,NA
"","39501","CG10171",18,NA,NA,NA
"","41857","CG6236",20,NA,NA,NA
"","41943","Hel89B",10,NA,NA,NA
"","33759","vri",30,NA,NA,NA
"","38470","CG14985",31,NA,NA,NA
"","33644","l(2)k05819",11,NA,NA,NA
"","39404","CG10426",19,NA,NA,NA
"","39075","Hsp26",10,NA,NA,NA
"","43721","CG1638",9,NA,NA,NA
"","37299","Cpr56F",21,NA,NA,NA
"","32591","CG3679",15,NA,NA,NA
"","40540","CG9780",5,NA,NA,NA
"","34681","spict",9,NA,NA,NA
"","39475","MICAL-like",16,NA,NA,NA
"","41446","aur",6,NA,NA,NA
"","42028","CG10324",18,NA,NA,NA
"","33319","Cdlc2",7,NA,NA,NA
"","36102","RanBPM",26,NA,NA,NA
"","32721","Fim",32,NA,NA,NA
"","326119","5PtaseI",36,NA,NA,NA
"","37134","CG30115",21,NA,NA,NA
"","34945","beat-Ic",33,NA,NA,NA
"","38744","SP1173",27,NA,NA,NA
"","39332","Klp68D",32,NA,NA,NA
"","40797","CG15186",26,NA,NA,NA
"","35861","PGRP-SC1b",4,NA,NA,NA
"","40993","Arf84F",4,NA,NA,NA
"","3772583","gdl",22,NA,NA,NA
"","38493","Rop",24,NA,NA,NA
"","36927","GstS1",32,NA,NA,NA
"","33139","S6kII",23,NA,NA,NA
"","31475","l(1)G0045",25,NA,NA,NA
"","44289","flw",31,NA,NA,NA
"","33573","CG17593",8,NA,NA,NA
"","5740592","ATbp",22,NA,NA,NA
"","35799","CG33087",13,NA,NA,NA
"","34611","escl",33,NA,NA,NA
"","40310","CG32432",7,NA,NA,NA
"","37148","Gint3",34,NA,NA,NA
"","36302","CG8878",21,NA,NA,NA
"","37730","pita",11,NA,NA,NA
"","32901","inx5",10,NA,NA,NA
"","41869","CG5044",21,NA,NA,NA
"","31589","dx",32,NA,NA,NA
"","35380","del",8,NA,NA,NA
"","33569","Thor",16,NA,NA,NA
"","35173","hkl",22,NA,NA,NA
"","41309","SelR",44,NA,NA,NA
"","36576","RpS23",12,NA,NA,NA
"","318117","CG32613",28,NA,NA,NA
"","5740215","CG13177",15,NA,NA,NA
"","31562","CG3566",30,NA,NA,NA
"","34965","CG5861",13,NA,NA,NA
"","41290","TfIIFbeta",15,NA,NA,NA
"","41346","CG6693",11,NA,NA,NA
"","43074","CG11910",38,NA,NA,NA
"","42518","CG5871",10,NA,NA,NA
"","43543","Jon99Ciii",6,NA,NA,NA
"","38573","CG15876",19,NA,NA,NA
"","38703","Lcp65Ag1",7,NA,NA,NA
"","39943","frc",45,NA,NA,NA
"","34276","CG4389",6,NA,NA,NA
"","42939","Ppox",1,NA,NA,NA
"","39663","Toll-6",23,NA,NA,NA
"","33227","Spp",18,NA,NA,NA
"","38183","CG12003",12,NA,NA,NA
"","33788","GluRIIA",13,NA,NA,NA
"","37400","king-tubby",15,NA,NA,NA
"","40497","CG14448",12,NA,NA,NA
"","34767","B4",52,NA,NA,NA
"","36059","14-3-3zeta",50,NA,NA,NA
"","42928","CG5789",19,NA,NA,NA
"","33203","Pi3K21B",26,NA,NA,NA
"","36722","eIF2B-gamma",13,NA,NA,NA
"","246556","CG30350",15,NA,NA,NA
"","36854","Cdk4",17,NA,NA,NA
"","40948","CG10435",11,NA,NA,NA
"","39454","Atg1",7,NA,NA,NA
"","5740370","CG34307",14,NA,NA,NA
"","33248","GABA-B-R3",31,NA,NA,NA
"","40963","CG7800",11,NA,NA,NA
"","39808","CG4998",14,NA,NA,NA
"","31744","Gbeta5",15,NA,NA,NA
"","42289","cdi",34,NA,NA,NA
"","7354421","CG42358",8,NA,NA,NA
"","43433","Sirt7",18,NA,NA,NA
"","31248","sgg",42,NA,NA,NA
"","41784","CG7530",22,NA,NA,NA
"","40596","CG42574",23,NA,NA,NA
"","34089","CG7224",24,NA,NA,NA
"","41213","CG9459",3,NA,NA,NA
"","39551","CG9007",39,NA,NA,NA
"","38484","Gad1",30,NA,NA,NA
"","33005","Nep3",29,NA,NA,NA
"","43103","RpL27",13,NA,NA,NA
"","42413","CG4360",42,NA,NA,NA
"","30983","l(1)sc",25,NA,NA,NA
"","32377","CG1434",7,NA,NA,NA
"","41877","CG6136",32,NA,NA,NA
"","34457","CG7329",8,NA,NA,NA
"","42356","bnl",36,NA,NA,NA
"","36533","synaptogyrin",36,NA,NA,NA
"","42820","CG34355",12,NA,NA,NA
"","43177","CG31324",25,NA,NA,NA
"","5740757","CG34316",19,NA,NA,NA
"","246599","CG30410",7,NA,NA,NA
"","43936","Mdh",23,NA,NA,NA
"","37628","RpL23",7,NA,NA,NA
"","33823","dsf",13,NA,NA,NA
"","32475","CG6299",3,NA,NA,NA
"","35490","CG10395",16,NA,NA,NA
"","318966","CG31828",21,NA,NA,NA
"","42478","CG5630",13,NA,NA,NA
"","41778","CG3508",12,NA,NA,NA
"","36583","Hsc70-5",21,NA,NA,NA
"","34953","EndoGI",7,NA,NA,NA
"","33727","Cg25C",24,NA,NA,NA
"","41992","CG12753",15,NA,NA,NA
"","39993","CG16775",15,NA,NA,NA
"","42819","eIF4G2",17,NA,NA,NA
"","42684","CG6972",6,NA,NA,NA
"","32124","CG1837",15,NA,NA,NA
"","117368","CG10251",9,NA,NA,NA
"","31508","CG15767",13,NA,NA,NA
"","34443","CG6144",19,NA,NA,NA
"","43856","nej",13,NA,NA,NA
"","34222","rost",31,NA,NA,NA
"","34106","CG12375",7,NA,NA,NA
"","34565","mre11",1,NA,NA,NA
"","31226","CG12496",29,NA,NA,NA
"","48782","l(2)35Df",17,NA,NA,NA
"","42869","CG6182",14,NA,NA,NA
"","37076","CG10915",14,NA,NA,NA
"","43037","CG11854",20,NA,NA,NA
"","33226","lwr",22,NA,NA,NA
"","32275","mew",38,NA,NA,NA
"","5740558","CG34230",4,NA,NA,NA
"","39761","CG5389",13,NA,NA,NA
"","40318","CG10587",4,NA,NA,NA
"","32327","CG11158",15,NA,NA,NA
"","33109","tty",22,NA,NA,NA
"","40144","CG8786",36,NA,NA,NA
"","31165","usp",25,NA,NA,NA
"","31364","Fas2",23,NA,NA,NA
"","43273","grass",9,NA,NA,NA
"","3772109","Neu3",16,NA,NA,NA
"","246682","CG17724",41,NA,NA,NA
"","39992","CG5506",6,NA,NA,NA
"","41150","AP-47",19,NA,NA,NA
"","38865","CG7457",8,NA,NA,NA
"","42554","CG31176",33,NA,NA,NA
"","50110","CG11458",16,NA,NA,NA
"","32301","Set2",12,NA,NA,NA
"","40977","CG11672",14,NA,NA,NA
"","33192","CG3345",14,NA,NA,NA
"","41462","CG31358",21,NA,NA,NA
"","35777","CG8713",10,NA,NA,NA
"","33196","smo",27,NA,NA,NA
"","3771872","Hsp67Bb",30,NA,NA,NA
"","31980","CG32687",15,NA,NA,NA
"","40924","CG2993",30,NA,NA,NA
"","43102","CG5028",26,NA,NA,NA
"","38194","GC",12,NA,NA,NA
"","44127","mab-21",29,NA,NA,NA
"","40608","Cdep",44,NA,NA,NA
"","326267","CG33170",13,NA,NA,NA
"","39426","CG10646",6,NA,NA,NA
"","40774","Osi17",22,NA,NA,NA
"","40618","CG12590",5,NA,NA,NA
"","35393","CG31624",5,NA,NA,NA
"","40966","Ada2b",33,NA,NA,NA
"","34240","CG13108",9,NA,NA,NA
"","31625","Smg1",12,NA,NA,NA
"","38133","CG9194",27,NA,NA,NA
"","39730","pHCl",32,NA,NA,NA
"","42125","CG7523",13,NA,NA,NA
"","33782","Lam",30,NA,NA,NA
"","338392","CG33932",20,NA,NA,NA
"","53573","Ilk",19,NA,NA,NA
"","42490","Mvl",27,NA,NA,NA
"","34998","CG17996",9,NA,NA,NA
"","318857","CG33082",30,NA,NA,NA
"","318920","CG31730",8,NA,NA,NA
"","40684","Atu",3,NA,NA,NA
"","42142","CG17806",6,NA,NA,NA
"","31674","CG9657",9,NA,NA,NA
"","32070","CG1657",14,NA,NA,NA
"","35103","CG10176",22,NA,NA,NA
"","47942","scat",17,NA,NA,NA
"","41981","pad",27,NA,NA,NA
"","40651","CG12147",20,NA,NA,NA
"","33144","Cda4",15,NA,NA,NA
"","34928","CG3793",23,NA,NA,NA
"","39572","nuf",52,NA,NA,NA
"","37708","CG3520",10,NA,NA,NA
"","35110","amos",10,NA,NA,NA
"","2768907","CG33218",20,NA,NA,NA
"","35546","Ptr",11,NA,NA,NA
"","34322","CG5853",14,NA,NA,NA
"","41123","CG8135",4,NA,NA,NA
"","40617","CG12007",22,NA,NA,NA
"","31301","ng4",4,NA,NA,NA
"","35628","Tsp42Eq",24,NA,NA,NA
"","33899","retm",15,NA,NA,NA
"","42872","CG5510",19,NA,NA,NA
"","37853","Mlp60A",8,NA,NA,NA
"","33066","CG1314",23,NA,NA,NA
"","2768971","CG33489",5,NA,NA,NA
"","35396","CG8678",11,NA,NA,NA
"","33147","CG12446",15,NA,NA,NA
"","36815","CG15705",12,NA,NA,NA
"","37088","CG33958",22,NA,NA,NA
"","34079","CG7102",4,NA,NA,NA
"","31104","mei-38",8,NA,NA,NA
"","32624","Pp2B-14D",22,NA,NA,NA
"","33890","slam",25,NA,NA,NA
"","38976","foi",24,NA,NA,NA
"","44135","ect",65,NA,NA,NA
"","38901","CG7550",10,NA,NA,NA
"","3355125","CG17490",27,NA,NA,NA
"","39916","TpnC73F",31,NA,NA,NA
"","37382","CG3295",12,NA,NA,NA
"","43655","CG15544",15,NA,NA,NA
"","32057","Dlic",9,NA,NA,NA
"","39472","CG11263",5,NA,NA,NA
"","33295","CG4764",18,NA,NA,NA
"","33418","Rab5",29,NA,NA,NA
"","42130","osa",36,"y","D","L"
"","34560","ab",42,NA,NA,NA
"","39261","CG14142",40,NA,NA,NA
"","37841","tsr",13,NA,NA,NA
"","36819","JhI-26",4,NA,NA,NA
"","39518","stv",23,NA,NA,NA
"","32732","l(1)G0222",13,NA,NA,NA
"","34051","CG13796",28,NA,NA,NA
"","40835","Antp",70,NA,NA,NA
"","36760","ATPCL",36,NA,NA,NA
"","34551","CG4751",22,NA,NA,NA
"","36546","Cp1",8,NA,NA,NA
"","44831","L",26,NA,NA,NA
"","45961","Pep",33,NA,NA,NA
"","40424","Syn1",44,NA,NA,NA
"","39969","CG7484",1,NA,NA,NA
"","34316","CG4594",11,NA,NA,NA
"","31740","CG2263",19,NA,NA,NA
"","32285","IP3K2",20,NA,NA,NA
"","42904","CG6454",25,NA,NA,NA
"","326128","Rpb4",26,NA,NA,NA
"","2768883","Sdic2",9,NA,NA,NA
"","39940","sec3",21,NA,NA,NA
"","40844","CG1943",20,NA,NA,NA
"","41477","CG4830",6,NA,NA,NA
"","32567","exd",25,"y","L","D"
"","35500","CG1344",7,NA,NA,NA
"","3355092","CG40053",8,NA,NA,NA
"","37595","CG30196",4,NA,NA,NA
"","32581","kat80",14,NA,NA,NA
"","38197","metl",14,NA,NA,NA
"","41712","CG9920",10,NA,NA,NA
"","38645","CG10576",14,NA,NA,NA
"","42539","CG7907",7,NA,NA,NA
"","35941","CG8026",27,NA,NA,NA
"","33029","CG1631",19,NA,NA,NA
"","42500","rtet",17,NA,NA,NA
"","37871","CG3328",9,NA,NA,NA
"","42914","CG17780",15,NA,NA,NA
"","3355106","Alg-2",41,NA,NA,NA
"","37510","CG13501",9,NA,NA,NA
"","43223","Lerp",24,NA,NA,NA
"","40666","CG2519",38,NA,NA,NA
"","39886","CG13029",25,NA,NA,NA
"","40546","CG9776",8,NA,NA,NA
"","34883","TfIIS",11,NA,NA,NA
"","43648","Npc2g",15,NA,NA,NA
"","2768665","CG17207",9,NA,NA,NA
"","38436","CG12029",15,NA,NA,NA
"","38997","CG6511",20,NA,NA,NA
"","42129","CG31249",20,NA,NA,NA
"","42178","CG7985",12,NA,NA,NA
"","38828","CG8562",8,NA,NA,NA
"","41431","glo",22,NA,NA,NA
"","40201","gig",27,NA,NA,NA
"","36299","CG8378",19,NA,NA,NA
"","33082","CG1518",8,NA,NA,NA
"","47141","Exp6",23,NA,NA,NA
"","34652","vir-1",38,NA,NA,NA
"","33830","Fcp26Aa",6,NA,NA,NA
"","36803","CG3687",9,NA,NA,NA
"","43772","CG2316",14,NA,NA,NA
"","3772138","IM18",5,NA,NA,NA
"","37885","CG13577",25,NA,NA,NA
"","33757","Bsg25D",51,NA,NA,NA
"","35007","Mhc",40,NA,NA,NA
"","41426","HisCl1",25,NA,NA,NA
"","35505","scarface",24,NA,NA,NA
"","32601","sl",31,NA,NA,NA
"","35877","sec31",10,NA,NA,NA
